"bsv"	"corpus"	"context before"	"extracted conjunction"	"context after"	"html tags"	"pos tags"	"lemma tags"	"location"	"features"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec.html"	"alea"	"les par les graines"	"de ray-grass, bromes"	", vulpins, ou d'ergo"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM"	"de, ray-grass, ,, brome"	"493-513"	"type=GN, form=de ray-grass, bromes"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No20_-_9_JUILLET_2013_cle8e731d.html"	"alea"	"maintenant visibles"	"sur blé et triticale"	". Ergot sur blé sur"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, blé, et, triticale"	"2283-2303"	"type=GN, form=sur blé et triticale"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No20_-_9_JUILLET_2013_cle8e731d.html"	"alea"	"rcelles de céréales"	"(blé, orge, triticale, seigle)"	"et notamment celles"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN"	"(, blé, ,, orge, ,, triticale, ,, seigle, )"	"4952-4982"	"type=GN, form=(blé, orge, triticale, seigle)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/Note_nationale_meth_alternative_adventices_GC_validee-2_cle06dc5b.html"	"alea"	"A titre d'exemple,"	"le vulpin des champs et le gaillet gratteron"	"colonisent fréquemm"	"HTML, BODY, P"	"DET:ART, NOM, PRP:det, NOM, KON, DET:ART, NOM, NOM"	"le, vulpin, du, champ, et, le, gaillet, gratteron"	"944-988"	"type=GN, form=le vulpin des champs et le gaillet gratteron"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/Note_nationale_meth_alternative_adventices_GC_validee-2_cle06dc5b.html"	"alea"	"onisent fréquemment"	"les céréales et le colza d'hiver"	"; les levées de gér"	"HTML, BODY, P"	"DET:ART, NOM, KON, DET:ART, NOM, NOM"	"le, céréale, et, le, colza, d'hiver"	"1012-1044"	"type=GN, form=les céréales et le colza d'hiver"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/Note_nationale_meth_alternative_adventices_GC_validee-2_cle06dc5b.html"	"alea"	"ent essentiellement"	"en maïs ou tournesol"	". Cette adaptation d"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"en, maïs, ou, tournesol"	"1652-1672"	"type=GN, form=en maïs ou tournesol"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/Note_nationale_meth_alternative_adventices_GC_validee-2_cle06dc5b.html"	"alea"	"oculture de maïs ou"	"de blé, maïs-soja)"	". Elle sera d'autant"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM, PUN, NOM, PUN"	"de, blé, ,, maïs, -, soja, )"	"2139-2157"	"type=GN, form=de blé, maïs-soja)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/Note_nationale_meth_alternative_adventices_GC_validee-2_cle06dc5b.html"	"alea"	"dventices d'automne"	"(bromes et ray-grass"	"notamment) et certa"	"HTML, BODY, P"	"PUN, NOM, KON, NOM"	"(, brome, et, ray-grass"	"5640-5660"	"type=GN, form=(bromes et ray-grass"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/Note_nationale_meth_alternative_adventices_GC_validee-2_cle06dc5b.html"	"alea"	"es céréales d'hiver"	"(blé et orge)"	", cette technique co"	"HTML, BODY, P"	"PUN, NOM, KON, NOM, PUN"	"(, blé, et, orge, )"	"8522-8535"	"type=GN, form=(blé et orge)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/als_Grandes_Cultures_no10_2016-04-26_cle4d3231.html"	"alea"	"ia dans la rotation"	"(colza, tournesol, soja, pois )"	",- Les attaques rece"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN"	"(, colza, ,, tournesol, ,, soja, ,, pois, )"	"2352-2383"	"type=GN, form=(colza, tournesol, soja, pois )"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/bsv_arbo_66_2015_cle479316.html"	"alea"	"s variétés tardives"	"(Golden, Belchard"	", Reine des Reinette"	"HTML, BODY, P"	"PUN, NOM, PUN, NAM"	"(, golden, ,, Belchard"	"1784-1801"	"type=GN, form=(Golden, Belchard"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/bsv_maraichage_no11_du_05_Juin_2020_cle012212.html"	"alea"	"cultures suivantes"	"(salades, aubergines )"	"BSV n° 11 du 05/06/"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN"	"(, salade, ,, aubergine, )"	"14332-14354"	"type=GN, form=(salades, aubergines )"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/bsv_maraichage_no11_du_05_Juin_2020_cle012212.html"	"alea"	"l'état sur cultures"	"de tomate et poivron"	"/piment Un arrêté m"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"de, tomate, et, poivron"	"18846-18866"	"type=GN, form=de tomate et poivron"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/bsv_maraichage_no11_du_05_Juin_2020_cle012212.html"	"alea"	"n avec les cultures"	"de tomate ou poivron"	"(fournisseurs, tech"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"de, tomate, ou, poivron"	"21097-21117"	"type=GN, form=de tomate ou poivron"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/bsv_maraichage_no11_du_05_Juin_2020_cle012212.html"	"alea"	"antage de problèmes"	"sur aubergine ou concombre"	". Gestion du risque"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, aubergine, ou, concombre"	"51697-51723"	"type=GN, form=sur aubergine ou concombre"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/bsv_maraichage_no11_du_05_Juin_2020_cle012212.html"	"alea"	"fréquemment signalé"	"sur maïs, riz et sorgho"	", plus rarement sur"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM, KON, NOM"	"sur, maïs, ,, riz, et, sorgho"	"62755-62778"	"type=GN, form=sur maïs, riz et sorgho"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/bsv_maraichage_no11_du_05_Juin_2020_cle012212.html"	"alea"	"cées, brassicacées,"	"luzerne, oignon"	"parmi d'autres (1)"	"HTML, BODY, P"	"NOM, PUN, NOM"	"luzerne, ,, oignon"	"62827-62842"	"type=GN, form=luzerne, oignon"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/bsv_maraichage_no11_du_05_Juin_2020_cle012212.html"	"alea"	"es sur les cultures"	"de maïs, sorgho et riz"	". Il sont groupés en"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM, KON, NOM"	"de, maïs, ,, sorgho, et, riz"	"64621-64643"	"type=GN, form=de maïs, sorgho et riz"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/bsv_maraichage_no11_du_05_Juin_2020_cle012212.html"	"alea"	"rtaines maraîchères"	": tomate, aubergine, concombre, poivron, potiron, courge"	". Biologie La durée"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM"	":, tomate, ,, aubergine, ,, concombre, ,, poivron, ,, potiron, ,, courge"	"65991-66047"	"type=GN, form=: tomate, aubergine, concombre, poivron, potiron, courge"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/lorraine_arboriculture_no11_du_13-05-20_cle8ee895.html"	"alea"	"s fruits.Carpocapse"	"des pommes et poires"	": le vol s'intensif"	"HTML, BODY, P"	"PRP:det, NOM, KON, NOM"	"du, pomme, et, poire"	"1009-1029"	"type=GN, form=des pommes et poires"
