"bsv"	"context"	"full_expression"	"no_match"	"match_with_fcu"	"context"	"location"	"features"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	", oliviers, Prunus ("	"pêchers, amandiers"	"pêchers, amandiers"	"pêchers ( pêcher ) =http://ontology.inrae.fr/frenchcropusage/Pechers, amandiers ( amandier ) =http://ontology.inrae.fr/frenchcropusage/Amandiers"	"), laurier rose, vig"	"18783-18801"	"type=N_PUN_N, match=fcu, form=pêchers, amandiers"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	"ers), laurier rose,"	"vigne, agrumes, caféiers, chênes, Les dépérissements"	"vigne, agrumes, caféiers, chênes, Les dépérissements"	"vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes, agrumes ( agrume ) =http://ontology.inrae.fr/frenchcropusage/Agrumes, chênes ( chêne ) =http://ontology.inrae.fr/frenchcropusage/Chenes"	"provoqués par la ma"	"18818-18870"	"type=N_PUN_N, match=fcu, form=vigne, agrumes, caféiers, chênes, Les dépérissements"
"BSV_Corse_Maraichage_5_3sept_2019_cle8b6a1e"	"és sont touchés sur"	"tige, feuille et fruit"	"tige, feuille et "	"fruit ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	"sur l'ensemble de l"	"1198-1220"	"type=N_PUN_N_KON_N, match=fcu, form=tige, feuille et fruit"
"BSV_Corse_Maraichage_5_3sept_2019_cle8b6a1e"	"es débris végétaux ("	"feuilles et fruits"	"feuilles et "	"fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	"contaminés). TOMATE"	"1702-1720"	"type=N_KON_N, match=fcu, form=feuilles et fruits"
"BSV_Corse_Maraichage_5_3sept_2019_cle8b6a1e"	"es débris végétaux ("	"feuilles et fruits"	"feuilles et "	"fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	"contaminés), choisi"	"2744-2762"	"type=N_KON_N, match=fcu, form=feuilles et fruits"
"BSV_Corse_Maraichage_5_3sept_2019_cle8b6a1e"	"tion : symptôme sur"	"feuilles et fruits"	"feuilles et "	"fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	"avec 5 à 10% des pl"	"8610-8628"	"type=N_KON_N, match=fcu, form=feuilles et fruits"
"BSV_Corse_Maraichage_5_3sept_2019_cle8b6a1e"	"plus attaqués sont"	"l'avocat, la mangue et la papaye"	"l'avocat, la  et la papaye"	"mangue ( manguier ) =http://ontology.inrae.fr/frenchcropusage/Manguiers"	"mais l'espèce s'en"	"13638-13670"	"type=N_PUN_N_KON_N, match=fcu, form=l'avocat, la mangue et la papaye"
"BSV_Corse_Maraichage_5_3sept_2019_cle8b6a1e"	"s'en prend aussi au"	"citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne, fruit de la passion, kaki, ananas, pêche, poire, abricot, figue et café"	"citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne, fruit de la passion, kaki, ananas, pêche, poire, abricot, figue et café"	"citron ( citronnier ) =http://ontology.inrae.fr/frenchcropusage/Citronniers, goyave ( goyavier ) =http://ontology.inrae.fr/frenchcropusage/Goyaviers, banane ( bananier ) =http://ontology.inrae.fr/frenchcropusage/Bananiers, tomate ( tomate ) =http://ontology.inrae.fr/frenchcropusage/Tomates, cerise ( cerisier ) =http://ontology.inrae.fr/frenchcropusage/Cerisiers, fruit ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres, ananas ( ananas ) =http://ontology.inrae.fr/frenchcropusage/Ananas, pêche ( pêcher ) =http://ontology.inrae.fr/frenchcropusage/Pechers, poire ( poirier ) =http://ontology.inrae.fr/frenchcropusage/Poiriers, abricot ( abricotier ) =http://ontology.inrae.fr/frenchcropusage/Abricotiers, figue ( bananier musa ) =http://ontology.inrae.fr/frenchcropusage/Bananiers_musa, figue ( figuier ) =http://ontology.inrae.fr/frenchcropusage/Figuiers"	". Les légumes concer"	"13705-13843"	"type=N_PUN_N_KON_N, match=fcu, form=citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne, fruit de la passion, kaki, ananas, pêche, poire, abricot, figue et café"
"BSV_Corse_Maraichage_5_3sept_2019_cle8b6a1e"	"rnés sont notamment"	"les tomates, poivrons, melons et courges"	"les tomates, poivrons, melons et courges"	"tomates ( tomate ) =http://ontology.inrae.fr/frenchcropusage/Tomates, poivrons ( poivron ) =http://ontology.inrae.fr/frenchcropusage/Poivrons, melons ( melon ) =http://ontology.inrae.fr/frenchcropusage/Melons, courges ( courge ) =http://ontology.inrae.fr/frenchcropusage/Courges"	". Comme les autres m"	"13882-13922"	"type=N_PUN_N_KON_N, match=fcu, form=les tomates, poivrons, melons et courges"
"BSV_Legumes_102019_cle8be56a"	"principalement des"	"coulures de fleurs, avortement de gousses"	"coulures de fleurs, avortement de gousses"	"fleurs ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales, gousses ( légume à graines ou à gousses ) =http://ontology.inrae.fr/frenchcropusage/Legumes_graines_gousses"	"et mauvais rempliss"	"2895-2936"	"type=N_PUN_N, match=fcu, form=coulures de fleurs, avortement de gousses"
"BSV_Legumes_102019_cle8be56a"	"Lesboeufs (80), sur"	"épinard de printemps, la situation"	" de printemps, la situation"	"épinard ( épinard ) =http://ontology.inrae.fr/frenchcropusage/Epinards"	"est saine. Rien à s"	"3324-3358"	"type=N_PUN_N, match=fcu, form=épinard de printemps, la situation"
"BSV_Legumes_102019_cle8be56a"	"ltures d'alliacées ("	"poireaux, ciboulette, ail"	"poireaux, ciboulette, ail"	"poireaux ( poireau ) =http://ontology.inrae.fr/frenchcropusage/Poireaux, ciboulette ( ciboulette ) =http://ontology.inrae.fr/frenchcropusage/Ciboulettes, ail ( ail ) =http://ontology.inrae.fr/frenchcropusage/Ails"	") pour détecter d'é"	"6956-6981"	"type=N_PUN_N, match=fcu, form=poireaux, ciboulette, ail"
"BSV_Legumes_102019_cle8be56a"	"les plantes hôtes ("	"poireaux, oignons, pommes de terre, choux, betterave, luzerne"	"poireaux, oignons, pommes de terre, choux, betterave, luzerne"	"poireaux ( poireau ) =http://ontology.inrae.fr/frenchcropusage/Poireaux, oignons ( oignon ) =http://ontology.inrae.fr/frenchcropusage/Oignons, pommes de terre ( pomme de terre ) =http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, pommes ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, choux ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, choux ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux, betterave ( betterave ) =http://ontology.inrae.fr/frenchcropusage/Betteraves, luzerne ( luzerne ) =http://ontology.inrae.fr/frenchcropusage/Luzernes"	").- Travail du sol"	"11980-12041"	"type=N_PUN_N, match=fcu, form=poireaux, oignons, pommes de terre, choux, betterave, luzerne"
"BSV_Legumes_102019_cle8be56a"	"ignons bulbilles et"	"échalotes de plantation, oignon de semis"	"échalotes de plantation, oignon de semis"	"échalotes ( échalote ) =http://ontology.inrae.fr/frenchcropusage/Echalotes, oignon ( oignon ) =http://ontology.inrae.fr/frenchcropusage/Oignons"	"dit "" précoces "",-"	"13755-13795"	"type=N_PUN_N, match=fcu, form=échalotes de plantation, oignon de semis"
"BSV_Legumes_102019_cle8be56a"	"lantes environ. Sur"	"oignon, le risque"	", le risque"	"oignon ( oignon ) =http://ontology.inrae.fr/frenchcropusage/Oignons"	"est très faible, il"	"16594-16611"	"type=N_PUN_N, match=fcu, form=oignon, le risque"
"BSV_Legumes_102019_cle8be56a"	"ansfrontaliers pour"	"le Maraîchage et la culture de fraises"	"le Maraîchage et la culture de fraises"	"Maraîchage ( maraîchage ) =http://ontology.inrae.fr/frenchcropusage/Maraichage, fraises ( fraisier ) =http://ontology.inrae.fr/frenchcropusage/Fraisiers"	", favorisant les Mét"	"23342-23380"	"type=N_KON_N, match=fcu, form=le Maraîchage et la culture de fraises"
"BSV_Legumes_102019_cle8be56a"	"de plantes hôtes :"	"colza , betteraves, pommes de terre, endives, haricots, pois"	"colza , betteraves, pommes de terre, endives, haricots, pois"	"colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas, betteraves ( betterave ) =http://ontology.inrae.fr/frenchcropusage/Betteraves, pommes de terre ( pomme de terre ) =http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, pommes ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, endives ( chicorée de Bruxelle ) =http://ontology.inrae.fr/frenchcropusage/Chicorees_Bruxelles, endives ( chicorée endive ) =http://ontology.inrae.fr/frenchcropusage/Chicorees_potageres, haricots ( haricot ) =http://ontology.inrae.fr/frenchcropusage/Haricots, pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	", carottes, choux, s"	"25359-25419"	"type=N_PUN_N, match=fcu, form=colza , betteraves, pommes de terre, endives, haricots, pois"
"BSV_Legumes_102019_cle8be56a"	"ts, pois, carottes,"	"choux, salades, navets, scorsonères, céleri, phacélie, moutarde"	"choux, salades, navets, scorsonères, céleri, phacélie, moutarde"	"choux ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, choux ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux, salades ( salade ) =http://ontology.inrae.fr/frenchcropusage/Salades, navets ( navet potager ) =http://ontology.inrae.fr/frenchcropusage/Navets_potagers, scorsonères ( scorsonère ) =http://ontology.inrae.fr/frenchcropusage/Scorsoneres, céleri ( céleri ) =http://ontology.inrae.fr/frenchcropusage/Celeris, phacélie ( phacélie ) =http://ontology.inrae.fr/frenchcropusage/Phacelies, moutarde ( moutarde ) =http://ontology.inrae.fr/frenchcropusage/Moutardes"	". Seules les graminé"	"25431-25494"	"type=N_PUN_N, match=fcu, form=choux, salades, navets, scorsonères, céleri, phacélie, moutarde"
"BSV_Legumes_102019_cle8be56a"	"se transmettre par"	"les semences, les eaux de ruissellement, les outils"	"les , les eaux de ruissellement, les outils"	"semences ( semence ) =http://ontology.inrae.fr/frenchcropusage/Semences"	"contaminés ou les r"	"25955-26006"	"type=N_PUN_N, match=fcu, form=les semences, les eaux de ruissellement, les outils"
"BSV_Legumes_102019_cle8be56a"	"40 plantes hôtes) :"	"haricot, concombre, épinard, tomate, radis, navet, oignon, poireau, pomme de terre"	"haricot, concombre, épinard, tomate, radis, navet, oignon, poireau, pomme de terre"	"haricot ( haricot ) =http://ontology.inrae.fr/frenchcropusage/Haricots, concombre ( concombre ) =http://ontology.inrae.fr/frenchcropusage/Concombres, épinard ( épinard ) =http://ontology.inrae.fr/frenchcropusage/Epinards, tomate ( tomate ) =http://ontology.inrae.fr/frenchcropusage/Tomates, radis ( radis ) =http://ontology.inrae.fr/frenchcropusage/Radis, navet ( navet potager ) =http://ontology.inrae.fr/frenchcropusage/Navets_potagers, oignon ( oignon ) =http://ontology.inrae.fr/frenchcropusage/Oignons, poireau ( poireau ) =http://ontology.inrae.fr/frenchcropusage/Poireaux, pomme de terre ( pomme de terre ) =http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, pomme ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers"	"Les femelles appréc"	"32134-32216"	"type=N_PUN_N, match=fcu, form=haricot, concombre, épinard, tomate, radis, navet, oignon, poireau, pomme de terre"
"BSV_Legumes_102019_cle8be56a"	"les stratégies sur"	"pois, haricot, flageolet"	"pois, haricot, flageolet"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois, haricot ( haricot ) =http://ontology.inrae.fr/frenchcropusage/Haricots, flageolet ( haricot demi-sec ) =http://ontology.inrae.fr/frenchcropusage/Haricots_demi_sec"	"et carotte, n'hésit"	"35432-35456"	"type=N_PUN_N, match=fcu, form=pois, haricot, flageolet"
"BSV_Legumes_102019_cle8be56a"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	"fleur, choux"	"fleur ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales, choux ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, choux ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux"	": F. SIMEON -PLRN;"	"36712-36724"	"type=N_PUN_N, match=fcu, form=fleur, choux"
"BSV_Legumes_102019_cle8be56a"	"; Carotte, Epinard,"	"Pois de conserve, Haricots"	"Pois de conserve, Haricots"	"Pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois, Haricots ( haricot ) =http://ontology.inrae.fr/frenchcropusage/Haricots"	"verts et Scorsonère"	"36819-36845"	"type=N_PUN_N, match=fcu, form=Pois de conserve, Haricots"
"BSV_Legumes_132019_cle871f9a"	"ujours signalés sur"	"les parcelles de haricots et flageolets"	"les parcelles de haricots et flageolets"	"haricots ( haricot ) =http://ontology.inrae.fr/frenchcropusage/Haricots, flageolets ( haricot demi-sec ) =http://ontology.inrae.fr/frenchcropusage/Haricots_demi_sec"	". Les dégâts sont pl"	"2628-2667"	"type=N_KON_N, match=fcu, form=les parcelles de haricots et flageolets"
"BSV_Legumes_132019_cle871f9a"	"SANTERRE (80). Pour"	"rappel, les cultures de haricot"	"rappel, les cultures de haricot"	"haricot ( haricot ) =http://ontology.inrae.fr/frenchcropusage/Haricots"	"vert et de flageole"	"3478-3509"	"type=N_PUN_N, match=fcu, form=rappel, les cultures de haricot"
"BSV_Legumes_132019_cle871f9a"	"e pas de dégâts sur"	"poireau et les auxiliaires"	" et les auxiliaires"	"poireau ( poireau ) =http://ontology.inrae.fr/frenchcropusage/Poireaux"	"sont présents. Roui"	"5630-5656"	"type=N_KON_N, match=fcu, form=poireau et les auxiliaires"
"BSV_Legumes_132019_cle871f9a"	"lantes environ. Sur"	"oignon, le risque"	", le risque"	"oignon ( oignon ) =http://ontology.inrae.fr/frenchcropusage/Oignons"	"est faible, il ne s"	"8313-8330"	"type=N_PUN_N, match=fcu, form=oignon, le risque"
"BSV_Legumes_132019_cle871f9a"	"ignons bulbilles et"	"échalotes de plantation, oignon de semis"	"échalotes de plantation, oignon de semis"	"échalotes ( échalote ) =http://ontology.inrae.fr/frenchcropusage/Echalotes, oignon ( oignon ) =http://ontology.inrae.fr/frenchcropusage/Oignons"	"dit "" précoces "",-"	"9121-9161"	"type=N_PUN_N, match=fcu, form=échalotes de plantation, oignon de semis"
"BSV_Legumes_132019_cle871f9a"	"terrain sur oignons"	"bulbilles et oignons de semis"	"bulbilles et  de semis"	"oignons ( oignon ) =http://ontology.inrae.fr/frenchcropusage/Oignons"	". Le modèle ne reflè"	"9770-9799"	"type=N_KON_N, match=fcu, form=bulbilles et oignons de semis"
"BSV_Legumes_132019_cle871f9a"	"signalés sur 4% des"	"endives, c'est"	"endives, c'est"	"endives ( chicorée de Bruxelle ) =http://ontology.inrae.fr/frenchcropusage/Chicorees_Bruxelles, endives ( chicorée endive ) =http://ontology.inrae.fr/frenchcropusage/Chicorees_potageres"	"en nette diminution"	"13142-13156"	"type=N_PUN_N, match=fcu, form=endives, c'est"
"BSV_Legumes_132019_cle871f9a"	"40 plantes hôtes) :"	"haricot, concombre, épinard, tomate, radis, navet, oignon, poireau, pomme de terre"	"haricot, concombre, épinard, tomate, radis, navet, oignon, poireau, pomme de terre"	"haricot ( haricot ) =http://ontology.inrae.fr/frenchcropusage/Haricots, concombre ( concombre ) =http://ontology.inrae.fr/frenchcropusage/Concombres, épinard ( épinard ) =http://ontology.inrae.fr/frenchcropusage/Epinards, tomate ( tomate ) =http://ontology.inrae.fr/frenchcropusage/Tomates, radis ( radis ) =http://ontology.inrae.fr/frenchcropusage/Radis, navet ( navet potager ) =http://ontology.inrae.fr/frenchcropusage/Navets_potagers, oignon ( oignon ) =http://ontology.inrae.fr/frenchcropusage/Oignons, poireau ( poireau ) =http://ontology.inrae.fr/frenchcropusage/Poireaux, pomme de terre ( pomme de terre ) =http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, pomme ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers"	"Les femelles appréc"	"21300-21382"	"type=N_PUN_N, match=fcu, form=haricot, concombre, épinard, tomate, radis, navet, oignon, poireau, pomme de terre"
"BSV_Legumes_132019_cle871f9a"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	"fleur, choux"	"fleur ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales, choux ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, choux ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux"	": F. SIMEON -PLRN;"	"23903-23915"	"type=N_PUN_N, match=fcu, form=fleur, choux"
"BSV_Legumes_132019_cle871f9a"	"; Carotte, Epinard,"	"Pois de conserve, Haricots"	"Pois de conserve, Haricots"	"Pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois, Haricots ( haricot ) =http://ontology.inrae.fr/frenchcropusage/Haricots"	"verts et Scorsonère"	"24010-24036"	"type=N_PUN_N, match=fcu, form=Pois de conserve, Haricots"
"BSV_Legumes_212019_cle835ca3"	"d'œufs, trous dans"	"les gousses et les feuilles"	"les  et les feuilles"	"gousses ( légume à graines ou à gousses ) =http://ontology.inrae.fr/frenchcropusage/Legumes_graines_gousses"	"). Papillon Heliothi"	"1080-1107"	"type=N_KON_N, match=fcu, form=les gousses et les feuilles"
"BSV_Legumes_212019_cle835ca3"	"et irrégulières sur"	"les tiges et les gousses"	"les tiges et les "	"gousses ( légume à graines ou à gousses ) =http://ontology.inrae.fr/frenchcropusage/Legumes_graines_gousses"	"qui évoluent en myc"	"1908-1932"	"type=N_KON_N, match=fcu, form=les tiges et les gousses"
"BSV_Legumes_212019_cle835ca3"	"s pour le suivi des"	"mouches de la carotte et niveaux de captures"	"mouches de la  et niveaux de captures"	"carotte ( carotte ) =http://ontology.inrae.fr/frenchcropusage/Carottes"	"(mouche/piège/semai"	"3833-3877"	"type=N_KON_N, match=fcu, form=mouches de la carotte et niveaux de captures"
"BSV_Legumes_212019_cle835ca3"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	"fleur, choux"	"fleur ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales, choux ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, choux ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux"	": F. SIMEON -PLRN;"	"20156-20168"	"type=N_PUN_N, match=fcu, form=fleur, choux"
"BSV_Legumes_212019_cle835ca3"	"; Carotte, Epinard,"	"Pois de conserve, Haricots"	"Pois de conserve, Haricots"	"Pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois, Haricots ( haricot ) =http://ontology.inrae.fr/frenchcropusage/Haricots"	"verts et Scorsonère"	"20263-20289"	"type=N_PUN_N, match=fcu, form=Pois de conserve, Haricots"
"BSV_Legumes_262019_cle8bd5e8"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	"fleur, choux"	"fleur ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales, choux ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, choux ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux"	": F. SIMEON -PLRN;"	"14507-14519"	"type=N_PUN_N, match=fcu, form=fleur, choux"
"BSV_Legumes_262019_cle8bd5e8"	"; Carotte, Epinard,"	"Pois de conserve, Haricots"	"Pois de conserve, Haricots"	"Pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois, Haricots ( haricot ) =http://ontology.inrae.fr/frenchcropusage/Haricots"	"verts et Scorsonère"	"14614-14640"	"type=N_PUN_N, match=fcu, form=Pois de conserve, Haricots"
"BSV_Legumes_322019_2__cle44e13b"	"nt été signalés sur"	"épinard de printemps et d'automne"	" de printemps et d'automne"	"épinard ( épinard ) =http://ontology.inrae.fr/frenchcropusage/Epinards"	". Bulletin de Santé"	"9171-9204"	"type=N_KON_N, match=fcu, form=épinard de printemps et d'automne"
"BSV_Legumes_322019_2__cle44e13b"	"la répartition des"	"parcelles de haricot et flageolet"	"parcelles de haricot et flageolet"	"haricot ( haricot ) =http://ontology.inrae.fr/frenchcropusage/Haricots, flageolet ( haricot demi-sec ) =http://ontology.inrae.fr/frenchcropusage/Haricots_demi_sec"	": Ravageu"	"9540-9573"	"type=N_KON_N, match=fcu, form=parcelles de haricot et flageolet"
"BSV_Legumes_322019_2__cle44e13b"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	"fleur, choux"	"fleur ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales, choux ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, choux ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux"	": F. SIMEON -PLRN;"	"13582-13594"	"type=N_PUN_N, match=fcu, form=fleur, choux"
